#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\17122021\mess_1_45.7mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	kHz
-11214.063	-11426.625	1250.000
4279.271	-3294.688	1247.559
9713.889	-11106.506	1245.117
7498.277	-10418.836	1242.676
30.951	-6926.956	1240.234
2564.801	-2357.461	1237.793
6860.115	-12687.184	1235.352
-946.072	-17995.652	1232.910
-21387.828	8643.811	1230.469
3199.370	485.885	1228.027
-20139.998	1698.256	1225.586
5673.271	-16236.216	1223.145
-13909.330	6201.670	1220.703
9648.010	7422.697	1218.262
-8916.785	-5966.697	1215.820
2469.068	4473.966	1213.379
5974.259	10601.825	1210.938
-20563.012	-22276.836	1208.496
-14270.238	-5748.080	1206.055
6670.360	8812.332	1203.613
2319.189	-5064.771	1201.172
-23765.010	-11327.100	1198.730
6856.490	-8143.708	1196.289
8852.330	5424.797	1193.848
-8780.399	3519.991	1191.406
1006.406	-11030.841	1188.965
-1917.570	3531.290	1186.523
2176.196	-2554.911	1184.082
4421.525	12991.964	1181.641
-11210.204	-17716.711	1179.199
-1585.069	13635.930	1176.758
-11816.018	-4335.973	1174.316
8949.132	-9183.362	1171.875
-4058.994	-4170.121	1169.434
17150.125	6816.950	1166.992
11166.577	-7785.992	1164.551
-4233.970	10860.225	1162.109
-4610.018	-17351.945	1159.668
11363.898	-7761.420	1157.227
-10753.602	-4619.539	1154.785
-10905.750	-12793.535	1152.344
-10060.432	-6408.782	1149.902
-793.582	21884.563	1147.461
929.467	8075.813	1145.020
9060.129	5940.057	1142.578
3112.568	10608.502	1140.137
4219.764	6645.334	1137.695
-15017.069	17244.875	1135.254
8454.261	3234.333	1132.813
3457.326	1192.354	1130.371
4829.682	43.143	1127.930
-6400.287	3503.181	1125.488
731.601	14550.482	1123.047
3312.529	18056.568	1120.605
5910.352	-2366.216	1118.164
3898.648	5785.171	1115.723
-12267.117	17840.863	1113.281
-13324.531	12328.545	1110.840
3245.166	-7623.455	1108.398
16629.340	6664.234	1105.957
-5287.811	4292.037	1103.516
2845.184	-6141.621	1101.074
-15446.996	-7496.957	1098.633
-3645.859	2608.744	1096.191
2592.523	21524.629	1093.750
9134.949	-18512.527	1091.309
14310.453	126.637	1088.867
-5438.703	-18996.180	1086.426
24931.668	2088.430	1083.984
7566.411	-3162.949	1081.543
-1117.871	14872.930	1079.102
-9610.832	7470.523	1076.660
-20595.914	-7801.215	1074.219
-21638.508	3047.721	1071.777
1149.984	146.053	1069.336
3830.844	2768.371	1066.895
931.195	-23817.609	1064.453
-12234.352	-19156.070	1062.012
-7769.009	-6601.805	1059.570
-7708.129	-6932.906	1057.129
12193.820	10091.453	1054.688
-7586.891	977.758	1052.246
-19512.531	-3232.867	1049.805
6573.969	-4098.698	1047.363
-6426.828	-12056.637	1044.922
7936.469	2949.094	1042.480
-14188.906	1462.734	1040.039
-9172.656	-1626.125	1037.598
7400.121	1570.188	1035.156
7157.070	664.656	1032.715
-9354.844	3219.406	1030.273
-7065.781	735.938	1027.832
-2173.063	-12470.953	1025.391
-2481.156	3451.123	1022.949
-12585.156	-18871.277	1020.508
-10767.938	-21129.422	1018.066
-13629.258	5628.445	1015.625
-6624.125	-29307.992	1013.184
3081.635	11582.445	1010.742
-13932.109	17599.469	1008.301
-15818.803	-4344.320	1005.859
4691.673	1274.906	1003.418
4667.533	-159.996	1000.977
9632.637	15838.514	998.535
11734.686	-1925.447	996.094
3682.836	-17814.742	993.652
14392.123	9875.811	991.211
-26708.748	-18885.582	988.770
5647.004	-16875.904	986.328
21062.336	3336.445	983.887
33099.234	-17471.498	981.445
9605.268	5791.928	979.004
17986.711	17758.109	976.563
1177.084	-6682.332	974.121
4399.399	6674.274	971.680
-7622.096	-3660.696	969.238
-5706.888	-14322.881	966.797
2424.802	-12361.842	964.355
8023.037	-2770.427	961.914
3673.080	-12923.711	959.473
2247.906	2318.158	957.031
-13894.775	-8269.828	954.590
-3489.360	-22011.139	952.148
-13873.041	21163.719	949.707
8436.031	-1630.432	947.266
2017.305	503.910	944.824
-17619.809	1285.908	942.383
-2679.165	17435.766	939.941
9228.692	10760.523	937.500
-28626.613	-12751.031	935.059
16465.861	8270.643	932.617
1008.932	6014.271	930.176
-1273.463	-2094.120	927.734
-14663.320	15331.905	925.293
-2389.524	-16375.219	922.852
17460.496	-16208.287	920.410
-28378.336	-8460.229	917.969
3101.187	514.300	915.527
-8362.874	-19809.559	913.086
-3224.663	-10719.203	910.645
-6741.231	-889.381	908.203
10982.385	-12316.256	905.762
-7492.521	9910.734	903.320
-3112.812	-3234.251	900.879
-3493.086	6774.979	898.438
11697.096	7559.700	895.996
1373.812	-20934.883	893.555
-3638.293	4338.500	891.113
-1196.700	8129.691	888.672
6766.491	-543.316	886.230
2813.916	1513.038	883.789
6884.659	-14141.910	881.348
-12432.908	-5838.251	878.906
4089.894	-6613.095	876.465
1709.493	-25961.551	874.023
-10333.269	16615.936	871.582
5510.671	10104.775	869.141
14864.937	-1579.911	866.699
725.879	-10879.716	864.258
-6451.102	12995.617	861.816
410.104	-6195.909	859.375
11960.548	-11327.771	856.934
-4977.711	-11682.047	854.492
15794.151	-8917.518	852.051
493.127	-12291.362	849.609
13421.698	-5155.832	847.168
155.029	-20017.738	844.727
24525.365	8924.824	842.285
4771.539	6935.328	839.844
17430.875	688.425	837.402
-11004.549	-5959.574	834.961
5002.650	-12725.870	832.520
-22420.570	-7170.674	830.078
-12653.172	-2568.486	827.637
12246.873	-1333.228	825.195
-3515.231	-10243.477	822.754
-7817.678	-10222.356	820.313
4605.508	7246.763	817.871
-744.444	-2062.585	815.430
25950.555	2991.269	812.988
-14305.678	-10446.404	810.547
-12091.274	-1248.555	808.105
1464.448	11752.199	805.664
-1396.048	-2271.250	803.223
-17871.523	13676.625	800.781
-2214.244	11304.178	798.340
10222.641	-11.722	795.898
12329.603	3058.803	793.457
11210.730	2520.055	791.016
12422.148	-1154.709	788.574
3235.093	-772.385	786.133
2876.796	2227.991	783.691
-877.001	-7370.977	781.250
-7774.649	7790.327	778.809
-3062.871	13576.176	776.367
-824.079	-838.899	773.926
-11771.245	2766.721	771.484
7415.741	-6230.828	769.043
-9760.985	-5253.271	766.602
22066.713	-23350.516	764.160
-8779.259	-12219.912	761.719
-27922.598	12127.928	759.277
4336.082	21556.805	756.836
14205.420	16089.291	754.395
13131.771	-2146.011	751.953
-5353.423	10251.235	749.512
24024.664	30825.697	747.070
-16827.682	28631.635	744.629
-943.312	10831.981	742.188
-19249.533	-28646.260	739.746
-666.664	9676.083	737.305
8008.377	3788.675	734.863
14039.016	17572.371	732.422
12666.382	14568.104	729.980
-2047.624	9536.383	727.539
-7652.612	-2822.644	725.098
1505.537	18417.271	722.656
-1482.358	-13045.443	720.215
6097.871	-1060.993	717.773
13191.455	6280.779	715.332
3671.780	-5324.744	712.891
7049.113	-7629.670	710.449
10789.111	6726.508	708.008
12758.436	-6187.848	705.566
22363.102	-928.284	703.125
9905.510	-15828.990	700.684
17394.469	9289.201	698.242
-16513.395	-906.429	695.801
8472.511	19335.068	693.359
6267.452	-23165.219	690.918
-17336.387	1544.348	688.477
-3610.741	17216.381	686.035
-7476.820	-14619.057	683.594
2854.898	-11554.492	681.152
-5264.340	-1793.146	678.711
-11895.612	13266.637	676.270
-14160.633	-5337.872	673.828
-5117.567	-812.489	671.387
19491.152	-3884.977	668.945
-5711.578	-1647.006	666.504
-31252.459	5282.584	664.063
-377.111	-15976.299	661.621
19681.135	4311.983	659.180
2920.253	-513.229	656.738
12129.858	13270.125	654.297
-2896.908	7180.478	651.855
-28672.230	-8965.641	649.414
5956.667	-8751.481	646.973
1543.819	-9068.310	644.531
15251.201	9940.996	642.090
5606.002	-17960.609	639.648
17762.598	-5324.997	637.207
-11737.023	-5114.239	634.766
8441.601	-14153.377	632.324
4095.148	8377.975	629.883
1963.129	-28631.135	627.441
-8960.219	-3181.594	625.000
1827.241	9462.963	622.559
1772.294	1182.202	620.117
35100.703	6475.768	617.676
-12749.845	5633.021	615.234
505.473	16132.037	612.793
-9365.671	12115.190	610.352
8474.352	6755.019	607.910
-8721.018	-6662.338	605.469
11587.604	-21962.824	603.027
966.489	-29761.586	600.586
3773.172	-33708.938	598.145
4470.705	-17273.264	595.703
-29573.133	1930.700	593.262
8132.071	-10559.105	590.820
23063.186	-7125.802	588.379
-12142.614	-1044.578	585.938
-20144.252	9483.706	583.496
6098.950	12181.912	581.055
-4122.802	15257.523	578.613
28342.828	19273.953	576.172
6498.040	3163.412	573.730
-9941.578	8896.043	571.289
-12597.031	23532.178	568.848
1610.209	9680.766	566.406
14308.697	6334.015	563.965
9169.744	7053.270	561.523
-9851.383	-6209.812	559.082
5844.347	12789.960	556.641
9904.635	95.710	554.199
-17894.781	-2153.684	551.758
24864.953	-14028.671	549.316
19340.965	9420.774	546.875
-1574.021	4657.729	544.434
-1563.499	12079.644	541.992
738.751	13854.209	539.551
5574.761	2928.098	537.109
28425.912	-3682.101	534.668
-7174.353	5691.540	532.227
-22369.107	1111.696	529.785
-363.967	8731.555	527.344
-5681.983	-11307.470	524.902
-2879.354	15919.898	522.461
5753.847	-13755.555	520.020
-31359.592	6792.837	517.578
5511.885	-15022.916	515.137
18300.154	-1133.204	512.695
-38137.258	28854.490	510.254
4555.812	18989.918	507.813
-10676.976	-17866.844	505.371
-6545.047	-7490.357	502.930
-598.107	40.231	500.488
10022.179	-16226.455	498.047
8720.877	-2281.058	495.605
2277.848	5251.517	493.164
-16060.881	1154.452	490.723
8488.763	8414.410	488.281
-5142.226	-10544.908	485.840
3922.529	-3817.974	483.398
15440.356	3865.289	480.957
2060.049	-4361.680	478.516
11388.462	-7319.020	476.074
-367.817	16207.866	473.633
30073.602	19487.980	471.191
942.088	3538.706	468.750
-20852.783	-10993.092	466.309
15613.479	-1337.102	463.867
48261.711	4774.251	461.426
-25188.400	-3772.676	458.984
-8548.130	11596.549	456.543
-7577.054	-38488.258	454.102
7665.187	3211.109	451.660
-516.197	565.115	449.219
8007.368	24278.939	446.777
8695.444	-7142.986	444.336
-23284.070	11806.680	441.895
591.855	17008.035	439.453
2722.979	6806.012	437.012
-4061.391	-26919.941	434.570
2037.126	8332.621	432.129
-2844.176	14512.295	429.688
30388.869	-11129.709	427.246
1616.552	2384.202	424.805
-20498.805	-10349.931	422.363
-32104.455	-13103.108	419.922
-9534.282	-22212.641	417.480
-31162.859	-26652.668	415.039
-21313.305	805.875	412.598
-3679.212	23019.055	410.156
-18794.438	1111.688	407.715
-12175.188	30142.852	405.273
3983.222	-2687.831	402.832
4009.718	-5882.298	400.391
-6592.183	5971.952	397.949
-18849.695	726.646	395.508
3208.757	17305.367	393.066
-6222.175	16105.382	390.625
-8766.915	18593.283	388.184
2051.821	12995.037	385.742
7732.325	15539.112	383.301
14647.750	-10925.779	380.859
5457.032	-10956.672	378.418
3632.110	-24251.109	375.977
13805.714	4525.646	373.535
-15666.818	-4956.194	371.094
-4165.139	8559.888	368.652
-35372.527	6672.608	366.211
31006.555	-5897.990	363.770
23327.084	-15970.635	361.328
-22857.473	-7357.651	358.887
-5500.187	3811.215	356.445
-33196.898	-15040.240	354.004
-8231.688	-32715.883	351.563
25545.359	5988.064	349.121
19009.324	46230.445	346.680
22140.555	5713.279	344.238
2128.155	-6620.375	341.797
3327.895	1832.926	339.355
-5445.475	-1790.310	336.914
1694.420	19514.465	334.473
15470.169	9839.820	332.031
-1496.497	-9207.335	329.590
6255.655	8761.095	327.148
-26283.090	1809.309	324.707
-13688.336	-21141.570	322.266
2507.583	5440.363	319.824
20784.156	-10971.519	317.383
-363.870	12271.863	314.941
2615.577	38883.313	312.500
5171.980	-951.184	310.059
16894.125	-9487.934	307.617
-8043.090	-12059.927	305.176
-1455.224	-1936.239	302.734
-5038.071	-3580.534	300.293
5361.476	16355.372	297.852
-17746.061	2284.302	295.410
757.721	-20493.965	292.969
3247.434	7865.743	290.527
-100.570	-7546.069	288.086
5972.211	1521.348	285.645
25728.807	29079.701	283.203
3410.019	20184.174	280.762
-10563.985	15406.293	278.320
-14951.063	1122.078	275.879
9659.877	11782.444	273.438
-9325.546	-36016.098	270.996
26478.939	2681.779	268.555
15499.442	26660.910	266.113
-11776.888	-5900.951	263.672
6613.371	-5482.572	261.230
-9270.647	-33189.777	258.789
17919.939	-3011.066	256.348
17626.377	11640.341	253.906
9640.696	15291.288	251.465
-14511.573	2137.268	249.023
1063.658	14164.963	246.582
15547.486	3160.813	244.141
51005.406	-6369.180	241.699
6530.969	10866.220	239.258
13041.942	-17852.094	236.816
3442.727	-21446.191	234.375
9156.319	-2726.604	231.934
9567.618	10189.998	229.492
-16853.305	17417.906	227.051
22572.445	27355.924	224.609
-7491.957	5229.667	222.168
2584.116	-11633.964	219.727
-9579.814	-31593.773	217.285
9452.072	26205.020	214.844
3035.041	1460.073	212.402
24393.980	2532.707	209.961
-18167.752	12200.511	207.520
25291.762	-26914.211	205.078
-6974.569	-1097.956	202.637
10393.238	7232.572	200.195
602.659	8116.239	197.754
-3961.846	-8192.530	195.313
-14512.358	-1477.418	192.871
-16910.223	18529.158	190.430
24888.443	5217.628	187.988
2960.668	9662.094	185.547
5651.674	-29286.043	183.105
-16398.535	18688.000	180.664
5754.463	-5347.386	178.223
6435.390	-9138.860	175.781
-608.109	5544.519	173.340
-4849.731	16034.941	170.898
-29239.156	2953.077	168.457
-5972.974	27258.982	166.016
15515.208	-11307.792	163.574
-8304.626	17902.266	161.133
7779.231	-13526.906	158.691
22082.248	-803.540	156.250
-8155.248	3553.383	153.809
-9140.621	-10654.830	151.367
11297.393	-4199.521	148.926
11902.237	-6459.761	146.484
5833.919	17688.680	144.043
-18500.432	-14780.721	141.602
20105.111	-55.916	139.160
7382.442	9103.848	136.719
-21212.961	4950.823	134.277
-3503.721	31408.754	131.836
-12144.470	-4547.342	129.395
-22058.988	-26885.920	126.953
18486.410	-10476.387	124.512
991.342	-7495.215	122.070
24662.096	-16293.876	119.629
10268.521	-5126.558	117.188
-427.544	-7453.313	114.746
10502.063	-6980.488	112.305
5587.175	22608.486	109.863
25884.521	1602.672	107.422
-10669.893	20539.797	104.980
3793.985	-8130.362	102.539
-19559.520	380.928	100.098
-11299.595	-8265.732	97.656
8854.429	-658.144	95.215
-3555.181	7288.405	92.773
12213.645	5494.869	90.332
9528.594	-9304.153	87.891
2685.084	29155.646	85.449
-16296.191	16478.732	83.008
-2851.738	704.670	80.566
26976.223	13282.492	78.125
-8514.956	12428.506	75.684
-8249.509	-12962.779	73.242
28033.355	-1275.583	70.801
15553.967	-17339.287	68.359
-15896.306	-240.135	65.918
8517.252	-18812.242	63.477
11892.590	-32299.215	61.035
-4087.547	-33920.457	58.594
24847.484	22045.070	56.152
11779.867	-23346.785	53.711
15276.740	-1508.192	51.270
-21321.031	-15514.907	48.828
-22705.648	9065.954	46.387
-1094.859	4322.028	43.945
-13205.668	27180.078	41.504
-4907.345	16068.366	39.063
15162.606	-21437.891	36.621
