#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\17122021\mess_1_45.4mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	kHz
-5666.656	-308.768	949.707
-14749.493	2735.533	947.266
-11882.075	-8498.906	944.824
5749.848	-9535.273	942.383
-13260.680	16082.748	939.941
-5829.170	-14677.074	937.500
-8390.256	-22351.289	935.059
-4028.141	12820.444	932.617
11170.722	10663.664	930.176
-7516.921	-9865.471	927.734
-5772.194	-2741.859	925.293
-29606.506	-16028.786	922.852
-4439.272	-6295.915	920.410
-797.890	5403.521	917.969
1522.091	-1301.969	915.527
-7825.171	-8783.418	913.086
-4345.001	7102.032	910.645
-6246.252	-5603.441	908.203
-19040.754	-7047.402	905.762
-17561.293	11445.991	903.320
2406.568	27449.033	900.879
27517.018	383.266	898.438
5955.937	18876.379	895.996
-11546.974	13687.659	893.555
16448.738	-13785.563	891.113
7663.395	-3923.843	888.672
6525.919	3745.820	886.230
3290.563	10008.412	883.789
2549.667	15932.883	881.348
4420.367	-2300.357	878.906
23884.918	22494.320	876.465
-2260.956	-3222.270	874.023
950.708	470.739	871.582
-17034.420	6842.173	869.141
-12307.901	-2779.173	866.699
-20482.135	-7424.919	864.258
14632.067	23488.457	861.816
9112.926	2213.956	859.375
-21163.939	-10650.123	856.934
-10474.953	-710.587	854.492
-1358.520	520.901	852.051
-9974.489	-13817.698	849.609
12611.202	-14057.843	847.168
-1918.122	9370.098	844.727
521.629	4621.185	842.285
6920.480	191.760	839.844
-24151.035	1902.623	837.402
-15554.668	15788.601	834.961
-13082.859	-6597.971	832.520
10314.162	7430.528	830.078
-1139.904	5140.389	827.637
-2171.611	-7505.519	825.195
-4826.219	8430.263	822.754
2769.187	2181.211	820.313
-12314.645	16345.170	817.871
-28901.438	-5348.417	815.430
-397.572	292.006	812.988
3239.374	-8943.271	810.547
-9749.680	1635.342	808.105
-24814.938	19616.066	805.664
-19433.816	4878.853	803.223
-1372.533	20967.076	800.781
-1674.008	7806.917	798.340
-16786.947	5006.957	795.898
-10467.640	6688.645	793.457
13906.568	-9847.367	791.016
12676.073	-3015.852	788.574
-3250.933	609.616	786.133
2.200	16542.279	783.691
845.810	-28909.477	781.250
2718.719	-11370.346	778.809
1939.183	-7439.580	776.367
-38156.125	8867.566	773.926
-14306.995	1157.457	771.484
-6474.833	11249.717	769.043
-22151.137	-11073.262	766.602
17829.887	8628.074	764.160
-3975.350	9303.441	761.719
-9380.979	16787.797	759.277
3488.824	14346.357	756.836
8550.126	-8699.279	754.395
-4044.332	-6954.837	751.953
-5189.738	13054.865	749.512
-2985.394	-1167.254	747.070
-3133.544	-9552.890	744.629
3021.349	12789.029	742.188
19583.795	-2524.486	739.746
2746.225	20220.234	737.305
-11030.689	-150.752	734.863
-16963.156	-797.494	732.422
18460.531	2136.313	729.980
11213.779	-6580.581	727.539
-26248.305	3527.935	725.098
-5098.542	11077.732	722.656
-26538.789	8618.771	720.215
-14408.832	-35945.609	717.773
-1720.508	10516.975	715.332
-4382.875	4720.077	712.891
-8312.209	-15243.651	710.449
6701.715	18190.705	708.008
10397.673	5494.656	705.566
7004.943	4889.703	703.125
-4111.251	12465.141	700.684
-36.934	-2370.293	698.242
-293.062	-9801.399	695.801
-26497.578	975.469	693.359
3185.881	9301.501	690.918
-3622.158	5278.491	688.477
28783.148	5374.082	686.035
-29170.227	11121.969	683.594
-9291.911	-7940.160	681.152
-4962.896	1684.257	678.711
7400.413	4289.975	676.270
13157.681	-8034.869	673.828
-7569.953	11641.122	671.387
9075.419	-15872.407	668.945
-14518.720	-11985.479	666.504
-6583.722	16327.104	664.063
-11984.312	-1364.885	661.621
12139.678	4344.146	659.180
-14057.343	-7656.471	656.738
-29884.053	-10303.693	654.297
-7338.291	-5691.625	651.855
-6475.029	-2963.621	649.414
-8241.938	-22102.295	646.973
426.259	3306.381	644.531
-9611.332	7067.578	642.090
-22148.977	28197.359	639.648
29406.367	-21956.012	637.207
3320.437	5430.939	634.766
-6732.668	7538.139	632.324
-14354.638	-7233.507	629.883
-12572.254	9127.573	627.441
-38841.563	-9535.188	625.000
845.472	633.396	622.559
-13111.529	14351.432	620.117
-4412.146	11866.678	617.676
-11892.166	33455.297	615.234
-3576.301	928.933	612.793
28071.344	-24619.164	610.352
18603.012	10793.436	607.910
-7490.944	-8859.233	605.469
-2392.866	-14792.313	603.027
-24086.033	14201.955	600.586
-10041.137	5917.684	598.145
-1143.539	15073.254	595.703
1334.843	-5894.195	593.262
-11562.725	10359.848	590.820
-25130.674	-21665.855	588.379
-17259.660	8034.654	585.938
3886.793	15037.455	583.496
-891.436	-12067.155	581.055
-3039.315	16825.584	578.613
-10516.589	11303.641	576.172
-9943.469	-10249.798	573.730
-13068.685	41670.426	571.289
17925.826	-17686.594	568.848
20678.555	1085.266	566.406
1734.833	-6842.900	563.965
-6064.841	17786.523	561.523
5337.460	1492.277	559.082
-12514.464	10565.895	556.641
-16294.823	9044.037	554.199
-16115.760	12009.623	551.758
-9377.936	1021.509	549.316
-10847.593	29658.953	546.875
-1746.803	16316.869	544.434
10502.143	12237.940	541.992
-13816.156	-12371.639	539.551
-14124.303	-9891.729	537.109
-9567.079	4085.603	534.668
-1264.685	-8618.903	532.227
10881.786	-10108.516	529.785
14692.365	-4714.269	527.344
-4584.208	24405.920	524.902
1046.396	4308.117	522.461
12344.158	2590.022	520.020
-11513.780	-343.726	517.578
-10364.603	3380.291	515.137
-15711.869	10723.918	512.695
-3466.143	-9833.852	510.254
-27744.014	10527.292	507.813
-5491.522	30453.664	505.371
-21482.811	9060.927	502.930
8902.252	21357.021	500.488
-22802.721	20735.963	498.047
-39865.477	-19806.500	495.605
-37100.902	-4000.780	493.164
2669.593	10791.541	490.723
-7233.771	4918.729	488.281
1732.081	12885.248	485.840
-16027.342	41353.285	483.398
-11543.994	-21082.781	480.957
2190.976	19244.121	478.516
-4458.631	-8940.509	476.074
-12827.684	14008.805	473.633
-1079.285	7550.176	471.191
-1464.847	23377.816	468.750
12219.288	5236.446	466.309
-9933.225	-6228.624	463.867
-20915.623	19681.982	461.426
-22424.799	-13674.608	458.984
10348.357	19522.305	456.543
7278.706	-15803.634	454.102
-9178.032	23733.479	451.660
-14631.101	7761.974	449.219
11809.117	2151.404	446.777
15683.039	23250.867	444.336
-26324.313	-7700.392	441.895
-27887.127	25144.543	439.453
-33062.109	4400.220	437.012
-1246.011	-12930.395	434.570
-6044.231	-5720.646	432.129
-23115.852	34840.191	429.688
-8286.268	13590.177	427.246
-14409.624	-9397.126	424.805
-41162.406	-2066.827	422.363
-29708.652	13329.162	419.922
-21364.516	11976.125	417.480
-13797.494	-1677.014	415.039
-2663.646	10471.211	412.598
3197.943	17515.795	410.156
13793.533	10617.521	407.715
-16472.674	12067.363	405.273
-23992.346	16742.500	402.832
-20802.363	-3795.421	400.391
3709.733	31737.996	397.949
-12200.336	-9690.190	395.508
-38749.406	-6580.512	393.066
-20072.510	4360.962	390.625
-24322.703	31972.277	388.184
-3271.565	23615.398	385.742
889.210	18954.164	383.301
-10594.270	29450.387	380.859
8194.619	3422.926	378.418
-19374.914	21526.734	375.977
3673.947	20705.457	373.535
-16643.605	-27209.078	371.094
5988.512	1205.274	368.652
-15950.421	13439.355	366.211
-9098.178	-390.146	363.770
9882.877	6297.794	361.328
-30129.773	42248.922	358.887
-5562.351	-8406.217	356.445
21809.930	8410.395	354.004
-10533.442	2479.886	351.563
-8974.870	3459.784	349.121
-17196.410	18622.459	346.680
-5974.991	-4523.488	344.238
-30442.508	-3042.418	341.797
-7498.184	13271.104	339.355
-12840.143	16503.871	336.914
-21879.828	-3424.223	334.473
-5229.014	47269.039	332.031
-38392.363	12800.563	329.590
-27988.586	13023.479	327.148
-3887.808	5927.056	324.707
-41920.379	22088.109	322.266
-34441.055	12282.854	319.824
-23030.160	-3316.947	317.383
-33500.199	28182.322	314.941
-478.443	-574.971	312.500
-44931.922	19527.221	310.059
-31998.416	17619.969	307.617
-34233.688	28899.557	305.176
-34053.320	29974.203	302.734
-13329.906	-10693.713	300.293
-11778.715	28960.410	297.852
20481.566	13791.175	295.410
-9485.056	23509.316	292.969
-28135.102	22777.207	290.527
-20757.773	-6544.194	288.086
-29756.729	497.336	285.645
-28203.748	31882.623	283.203
-40467.563	40574.383	280.762
-13074.416	2170.771	278.320
-40449.977	26046.061	275.879
-21545.461	-7205.621	273.438
-8854.700	2146.113	270.996
-20555.826	3064.817	268.555
-9099.121	-14082.875	266.113
-31160.730	13320.322	263.672
-28231.195	-17526.656	261.230
-42714.633	-11516.821	258.789
-39744.512	5776.016	256.348
-42017.398	16253.064	253.906
-37273.914	16300.941	251.465
-7933.697	-24096.848	249.023
-27599.979	30639.590	246.582
-36875.852	12953.111	244.141
-45036.391	15246.942	241.699
-60795.336	16572.613	239.258
-1326.805	2611.404	236.816
-45373.813	18576.588	234.375
-5334.174	4016.587	231.934
-48878.055	12785.911	229.492
-39925.414	2825.958	227.051
-49306.676	21899.498	224.609
7565.986	16879.441	222.168
-25048.996	33211.363	219.727
-41120.355	52374.180	217.285
-25102.320	5075.845	214.844
-38472.695	-11649.797	212.402
-49297.813	11692.334	209.961
-35023.680	15265.709	207.520
-43273.344	11618.025	205.078
-53271.828	6596.093	202.637
-27551.164	-12743.105	200.195
-41052.578	24703.352	197.754
-46488.977	20893.924	195.313
-30232.363	40277.574	192.871
3444.533	25229.061	190.430
-26872.637	45280.375	187.988
-64244.121	52430.809	185.547
-34579.746	-171.181	183.105
-2162.567	13560.906	180.664
13167.422	18982.059	178.223
-25449.889	-11061.252	175.781
-31741.922	34182.211	173.340
-57411.414	764.246	170.898
-109004.516	-17538.639	168.457
-77891.047	-30151.168	166.016
-82391.141	7696.379	163.574
-110724.875	19260.252	161.133
-114946.844	43619.375	158.691
-99030.000	61731.641	156.250
-86720.789	87158.914	153.809
-77241.141	64873.695	151.367
-88927.016	95890.734	148.926
-45882.430	138479.938	146.484
-10214.152	123634.086	144.043
-25692.730	98304.656	141.602
-15674.035	50710.719	139.160
15958.691	47415.180	136.719
32732.951	17215.342	134.277
9543.521	-37410.422	131.836
10602.342	-28066.205	129.395
-15141.174	-93968.906	126.953
-81369.797	-128267.781	124.512
-66348.570	-159825.406	122.070
-147663.594	-177153.109	119.629
-185813.719	-208307.594	117.188
-258262.188	-198921.031	114.746
-360366.094	-223658.313	112.305
-465095.156	-217066.313	109.863
-632581.250	-222591.047	107.422
-772760.188	-145960.250	104.980
-965364.000	-43378.953	102.539
-1177993.625	202317.625	100.098
-1355742.375	540213.250	97.656
-1451036.875	993623.750	95.215
-1405154.875	1587124.500	92.773
-1029231.063	2205031.750	90.332
-281061.375	2730911.000	87.891
646147.625	2886622.250	85.449
1715279.000	2563324.000	83.008
2406724.000	1791292.125	80.566
2702640.500	883631.375	78.125
2620134.000	28049.188	75.684
2285231.750	-635667.125	73.242
1811052.875	-1094510.250	70.801
1282903.750	-1366097.250	68.359
798578.625	-1442400.500	65.918
343690.969	-1386566.000	63.477
-17331.838	-1223765.250	61.035
-264987.063	-1019534.500	58.594
-470716.469	-787191.125	56.152
-591395.000	-481001.438	53.711
-608887.625	-172305.656	51.270
-487168.563	72520.406	48.828
-339181.813	269440.344	46.387
-132050.313	421823.031	43.945
120223.547	426285.219	41.504
300782.344	341317.156	39.063
455753.188	212677.750	36.621
558831.188	-23131.992	34.180
534871.063	-248231.016	31.738
459255.688	-393460.250	29.297
269352.313	-567563.063	26.855
44765.234	-580997.500	24.414
-157383.313	-524031.750	21.973
-362737.563	-435564.500	19.531
-417634.656	-251580.375	17.090
-415413.344	-42610.469	14.648
-396664.563	127246.820	12.207
-255063.438	254811.828	9.766
-115073.203	336481.313	7.324
14536.137	368114.313	4.883
173697.641	300786.938	2.441
262907.719	233752.156	0.000
301107.531	69299.906	-2.441
320526.688	-31907.576	-4.883
263463.750	-133971.500	-7.324
180814.219	-196390.922	-9.766
143107.672	-229733.047	-12.207
74883.102	-223903.125	-14.648
-44659.156	-178448.719	-17.090
-44371.500	-170334.578	-19.531
-96583.219	-94706.484	-21.973
-66123.586	-42199.207	-24.414
-52050.750	-6901.531	-26.855
-47842.340	26343.477	-29.297
15540.732	17867.648	-31.738
1106.807	46932.031	-34.180
14062.303	38913.480	-36.621
70279.125	9871.484	-39.063
69553.734	-5322.074	-41.504
51422.188	-19597.945	-43.945
71818.656	-46483.328	-46.387
44395.238	-56922.012	-48.828
38849.922	-30500.914	-51.270
54210.078	-29355.957	-53.711
42098.762	-65077.063	-56.152
22090.748	-67069.703	-58.594
25785.543	-62719.648	-61.035
30081.918	-2817.359	-63.477
3251.912	-35993.461	-65.918
14145.770	-13213.858	-68.359
25734.654	-4385.974	-70.801
8107.076	-19797.992	-73.242
28701.326	-34091.898	-75.684
28267.568	-25261.152	-78.125
25122.184	-5379.593	-80.566
15443.420	10639.834	-83.008
43107.266	9300.437	-85.449
27194.598	11206.818	-87.891
46427.957	-28491.863	-90.332
-9527.526	-1656.578	-92.773
45253.063	-17972.594	-95.215
26767.238	15630.063	-97.656
22119.711	-20733.873	-100.098
6555.220	-20872.555	-102.539
-392.281	-44713.563	-104.980
-537.855	-22275.244	-107.422
11650.375	-40641.719	-109.863
16576.717	-3553.425	-112.305
-5431.531	-14216.111	-114.746
40587.332	-1455.368	-117.188
46810.633	-11773.750	-119.629
30151.467	-5726.493	-122.070
3420.367	-31273.871	-124.512
9248.609	-6847.249	-126.953
22081.752	-6872.330	-129.395
9720.702	14453.423	-131.836
23882.883	-9212.942	-134.277
-31081.230	-37871.398	-136.719
19697.607	12528.249	-139.160
31409.326	-693.346	-141.602
30321.869	-24608.313	-144.043
25677.367	-8798.477	-146.484
-8046.308	-3349.417	-148.926
3630.330	-39123.828	-151.367
-2499.951	-14736.155	-153.809
6722.796	-3222.383	-156.250
6847.404	-37925.762	-158.691
373.826	-18696.160	-161.133
18542.447	13455.885	-163.574
-9977.965	-4303.325	-166.016
14281.759	-1887.562	-168.457
-10503.687	7971.746	-170.898
-7132.195	-3382.024	-173.340
24609.039	28451.395	-175.781
5215.402	-8641.713	-178.223
-20817.672	4384.458	-180.664
21536.209	-24062.959	-183.105
37295.016	-22136.943	-185.547
23026.885	-9093.601	-187.988
15930.205	-8446.788	-190.430
20610.246	-24593.295	-192.871
2504.676	-11920.636	-195.313
36178.848	-40109.164	-197.754
5283.782	1607.391	-200.195
32007.438	-5629.623	-202.637
18739.422	-10551.592	-205.078
2860.989	-43485.219	-207.520
27554.387	2331.978	-209.961
9808.674	-18472.066	-212.402
5183.767	-37384.992	-214.844
9834.356	5625.466	-217.285
6542.285	-4114.644	-219.727
15378.146	-19083.805	-222.168
15877.033	-6722.065	-224.609
8960.612	-20140.484	-227.051
18720.113	-11144.717	-229.492
14882.254	-8442.905	-231.934
12716.278	-4426.365	-234.375
-13342.627	-11060.728	-236.816
32561.625	-30286.959	-239.258
-1185.070	4449.075	-241.699
14591.505	-5609.474	-244.141
12915.943	-15825.180	-246.582
30356.379	-11094.639	-249.023
41167.734	8362.970	-251.465
22832.744	-8084.518	-253.906
-1781.413	-30415.188	-256.348
10983.708	-11667.123	-258.789
-1432.911	-1066.844	-261.230
25710.809	-12491.764	-263.672
7053.185	-31091.979	-266.113
46602.871	11624.885	-268.555
25526.486	238.493	-270.996
20270.820	-11908.957	-273.438
-7118.308	25936.104	-275.879
59.904	-22796.803	-278.320
23645.994	-11797.211	-280.762
29429.887	-16119.605	-283.203
6606.655	-7705.465	-285.645
2764.628	2652.119	-288.086
10017.897	-3035.005	-290.527
497.378	-31457.445	-292.969
-5782.111	8365.634	-295.410
14533.230	-2141.817	-297.852
-7394.168	-14869.438	-300.293
514.932	1822.618	-302.734
28683.895	-6826.900	-305.176
-4670.337	11501.945	-307.617
4984.308	-32010.725	-310.059
43269.984	5710.449	-312.500
32204.174	-6429.360	-314.941
17059.139	8128.759	-317.383
9344.165	6946.777	-319.824
6764.374	-3572.001	-322.266
16413.514	-22111.389	-324.707
7820.264	-9096.044	-327.148
5809.616	-6103.826	-329.590
21646.172	16950.465	-332.031
19675.727	-3974.742	-334.473
-7820.972	-22245.297	-336.914
3151.540	-7089.953	-339.355
3098.588	-23453.559	-341.797
15593.337	-1360.437	-344.238
-8887.723	993.718	-346.680
43432.727	-5323.084	-349.121
-11303.904	-5359.324	-351.563
25715.484	-1127.964	-354.004
-13625.093	14508.853	-356.445
9373.336	-26349.313	-358.887
-6235.742	-24183.465	-361.328
24794.320	-23100.852	-363.770
-4090.052	-21119.990	-366.211
23849.723	-2509.042	-368.652
21147.785	-12517.054	-371.094
7098.813	2899.116	-373.535
23456.344	-8227.133	-375.977
-13144.510	-11415.585	-378.418
28902.600	10064.735	-380.859
4212.177	-12631.206	-383.301
-18093.146	19630.668	-385.742
16453.795	5043.944	-388.184
-17662.711	-23379.508	-390.625
13731.783	-21882.723	-393.066
-986.609	-8451.674	-395.508
623.773	-14115.378	-397.949
804.280	-9621.411	-400.391
43446.500	-1171.675	-402.832
-3717.923	-23954.492	-405.273
17030.031	-5933.414	-407.715
-31779.758	-9727.347	-410.156
-2652.985	1794.681	-412.598
37142.441	14507.052	-415.039
1220.293	-15429.320	-417.480
-7073.039	-9998.311	-419.922
34287.711	-11707.816	-422.363
12789.432	-7202.896	-424.805
-8366.584	14064.179	-427.246
16841.328	-5981.767	-429.688
6388.749	-23457.346	-432.129
5337.614	11531.473	-434.570
18539.420	-16753.477	-437.012
10224.050	-104.203	-439.453
45338.285	-29070.291	-441.895
17602.988	-21206.180	-444.336
10160.117	-17737.660	-446.777
10773.610	-13979.834	-449.219
6980.754	-18480.291	-451.660
27997.025	-27173.930	-454.102
12644.862	-26852.426	-456.543
13725.652	5615.647	-458.984
10382.583	9045.458	-461.426
21094.395	-9528.956	-463.867
-4460.392	1785.973	-466.309
-11614.431	-10155.933	-468.750
10568.441	-18684.143	-471.191
-13012.922	-28978.572	-473.633
435.818	1281.070	-476.074
19620.523	-19119.770	-478.516
8166.395	-2260.287	-480.957
3513.926	-4573.934	-483.398
-9179.764	-16130.689	-485.840
-8916.919	17145.670	-488.281
6491.575	4626.094	-490.723
35293.629	-25256.861	-493.164
9599.089	-19162.795	-495.605
-7396.982	-11036.409	-498.047
-13744.621	-10566.170	-500.488
10968.123	-1281.332	-502.930
17677.059	-8149.048	-505.371
7837.683	-9898.826	-507.813
-20984.842	-11925.131	-510.254
9305.713	-3270.539	-512.695
-11918.201	-8157.865	-515.137
-531.219	-16228.936	-517.578
-9973.501	-2724.579	-520.020
18360.877	-19334.039	-522.461
5175.181	-12141.896	-524.902
2348.292	-17049.201	-527.344
15708.414	-6199.147	-529.785
13069.707	29110.674	-532.227
24711.883	30234.650	-534.668
15544.828	1016.298	-537.109
20277.771	-18582.723	-539.551
17223.785	10718.044	-541.992
6471.202	15737.156	-544.434
25924.307	4818.953	-546.875
27381.375	-1465.215	-549.316
1870.559	8901.918	-551.758
-16856.375	-1725.851	-554.199
4871.952	4921.844	-556.641
3642.244	-21267.188	-559.082
5687.471	-11617.304	-561.523
-16309.333	-34753.957	-563.965
-23961.367	-4819.968	-566.406
8807.099	-8287.715	-568.848
-22187.354	7587.853	-571.289
7744.493	26824.221	-573.730
-8061.649	16383.264	-576.172
-5327.922	11830.667	-578.613
4489.761	11493.610	-581.055
14173.138	-6381.443	-583.496
2051.503	-6708.292	-585.938
-6979.907	-12081.717	-588.379
-11574.334	-34614.703	-590.820
-3437.188	-19000.459	-593.262
10936.881	-284.619	-595.703
9335.275	4930.968	-598.145
2430.464	-18365.973	-600.586
-1082.898	12182.232	-603.027
223.288	-11577.865	-605.469
5967.910	-41266.852	-607.910
-12343.149	-21994.477	-610.352
-5278.680	3953.272	-612.793
3527.758	-1147.626	-615.234
33418.598	-5921.295	-617.676
-8147.989	4189.507	-620.117
11451.270	5925.130	-622.559
16552.375	6964.813	-625.000
-1491.409	-5113.624	-627.441
1443.654	-7705.360	-629.883
24279.879	2137.279	-632.324
4209.049	1717.164	-634.766
9536.254	-14105.480	-637.207
13178.914	-7272.695	-639.648
-2176.327	12034.799	-642.090
13220.612	5045.483	-644.531
13339.534	9043.583	-646.973
-5663.355	-9996.801	-649.414
5331.714	-7083.354	-651.855
18734.783	-17128.346	-654.297
-22801.582	-8588.281	-656.738
-26584.971	-14472.555	-659.180
-15267.928	11877.715	-661.621
9678.504	-19782.861	-664.063
82.728	3318.725	-666.504
429.466	-15035.286	-668.945
9029.065	-9363.723	-671.387
17482.633	-1670.471	-673.828
15471.979	1076.942	-676.270
-13850.300	8989.974	-678.711
3731.042	-10477.674	-681.152
-4380.606	-10406.609	-683.594
-2063.817	-9163.439	-686.035
6471.814	-9654.011	-688.477
268.468	3486.352	-690.918
22363.227	11586.363	-693.359
4379.196	3516.441	-695.801
-6380.203	22211.674	-698.242
-780.114	16006.557	-700.684
13524.901	1122.367	-703.125
11925.442	-16075.619	-705.566
192.185	9757.614	-708.008
-5810.117	6361.131	-710.449
-3408.297	-6315.345	-712.891
-16385.918	-5855.089	-715.332
-7955.446	-27087.051	-717.773
10970.620	10290.119	-720.215
2417.313	-10499.310	-722.656
-1729.857	-24809.014	-725.098
20965.078	178.346	-727.539
21927.592	12599.064	-729.980
3005.149	-17715.848	-732.422
-1941.309	-18266.084	-734.863
233.575	-7205.475	-737.305
-18524.639	-15840.014	-739.746
994.227	14926.204	-742.188
11934.304	4211.981	-744.629
9971.129	7419.894	-747.070
-218.181	14514.225	-749.512
9616.283	-13478.950	-751.953
3057.430	-3280.551	-754.395
8279.473	-10046.600	-756.836
5602.749	-21468.938	-759.277
10306.008	3375.708	-761.719
2263.166	-7921.188	-764.160
-14511.354	11029.519	-766.602
2286.905	-7634.046	-769.043
23538.648	5640.403	-771.484
10075.435	-11399.634	-773.926
7835.946	4095.139	-776.367
-9154.819	-1384.530	-778.809
-6730.659	-1562.712	-781.250
12714.589	-12974.653	-783.691
-3785.861	-8784.563	-786.133
11535.059	-9523.434	-788.574
15312.064	-6655.431	-791.016
-5053.431	-12785.384	-793.457
-2729.190	-878.351	-795.898
3762.198	-20087.049	-798.340
-7400.524	-4010.212	-800.781
3202.729	-16998.875	-803.223
260.531	-7676.054	-805.664
11350.051	-12276.376	-808.105
17850.127	3686.620	-810.547
7773.994	-15196.269	-812.988
-10434.298	-13174.803	-815.430
11628.384	-7691.308	-817.871
3175.558	-11372.687	-820.313
4266.493	-16647.176	-822.754
10326.657	-14622.663	-825.195
1383.982	-7692.738	-827.637
14402.383	1753.002	-830.078
-2320.405	3853.381	-832.520
-569.555	-24507.184	-834.961
7228.206	-8715.432	-837.402
-1750.336	5996.410	-839.844
-5006.461	-2566.586	-842.285
-11449.426	-4587.539	-844.727
18604.463	1594.637	-847.168
-1561.723	-2686.418	-849.609
-11961.884	9403.546	-852.051
-540.501	22850.609	-854.492
-2344.252	-14771.617	-856.934
6041.535	11577.303	-859.375
-4334.222	15213.165	-861.816
-3756.366	-13507.507	-864.258
-20469.105	1623.282	-866.699
27292.652	2796.977	-869.141
112.939	-21771.887	-871.582
-6043.890	-3884.160	-874.023
9553.771	-15445.940	-876.465
-7768.406	-10094.806	-878.906
5900.496	-5978.386	-881.348
-8022.771	-6964.264	-883.789
-1460.388	-7568.094	-886.230
-8800.281	-17642.320	-888.672
-6072.548	14177.187	-891.113
16846.484	16367.230	-893.555
-2815.935	11210.195	-895.996
-7979.324	-80.334	-898.438
8893.308	2991.012	-900.879
-22587.965	-4580.807	-903.320
7587.427	-5271.086	-905.762
-1733.614	11365.217	-908.203
14441.990	2607.356	-910.645
-13160.045	3794.366	-913.086
24585.910	5090.989	-915.527
