#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\16122021\mess_1_45.3mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	kHz
13476.928	-3904.093	961.914
2770.249	-1644.567	959.473
15602.453	16638.418	957.031
-5494.841	9524.677	954.590
471.408	10939.140	952.148
-1183.720	-5912.223	949.707
1808.166	4292.855	947.266
6051.639	-7008.375	944.824
5939.983	-20846.025	942.383
19978.180	-13449.268	939.941
-24649.867	-1012.033	937.500
13075.684	1.213	935.059
5282.902	-15691.814	932.617
-11510.264	-19360.004	930.176
12302.546	608.320	927.734
-14784.657	-979.286	925.293
27854.570	4481.553	922.852
6739.732	-9313.467	920.410
7556.849	8174.140	917.969
2723.043	-946.374	915.527
3657.360	2280.606	913.086
2133.690	-9679.985	910.645
1614.066	5016.891	908.203
-11222.013	6794.022	905.762
-8572.132	884.310	903.320
3971.161	-13148.269	900.879
-10481.604	-4604.013	898.438
4000.293	7523.535	895.996
-12605.093	12420.154	893.555
2101.067	-5779.605	891.113
-14293.196	-16647.766	888.672
-8225.152	16781.063	886.230
-32.792	-13137.796	883.789
9913.783	-12873.979	881.348
-12002.934	-16.582	878.906
3419.665	-8520.334	876.465
5393.717	-26850.531	874.023
9218.908	-4761.048	871.582
-259.790	-22322.043	869.141
-10812.769	-1754.406	866.699
10600.695	-2973.230	864.258
-5582.285	-7648.050	861.816
1701.490	17236.744	859.375
4219.370	-8421.427	856.934
6343.881	-14421.834	854.492
15781.143	-1937.073	852.051
4161.584	7805.009	849.609
-7007.506	4372.065	847.168
7937.348	1700.220	844.727
3117.041	5923.680	842.285
-3722.376	-2769.259	839.844
18529.334	10520.430	837.402
-1649.427	10373.759	834.961
-6219.165	8712.755	832.520
14605.245	8862.529	830.078
8576.054	-1293.375	827.637
5489.998	12500.840	825.195
20516.842	-817.293	822.754
4993.308	13563.442	820.313
5107.619	-10143.246	817.871
6355.483	-20713.387	815.430
976.383	9840.179	812.988
-27318.916	-19538.492	810.547
6005.356	-1471.365	808.105
10138.859	-7159.295	805.664
3695.021	3790.871	803.223
2737.694	18219.191	800.781
-18655.381	-6647.849	798.340
-1876.799	-2025.334	795.898
24574.535	-14899.369	793.457
-13458.513	-5870.094	791.016
-4425.501	-12135.344	788.574
-48.843	15314.715	786.133
-5732.817	12463.843	783.691
-7657.474	26166.840	781.250
17355.760	-14117.559	778.809
-3969.948	-14300.397	776.367
26372.342	-1262.486	773.926
-7683.078	-8797.334	771.484
3504.717	9701.222	769.043
6490.759	-14891.125	766.602
7835.996	16625.682	764.160
-13526.566	10828.449	761.719
-8437.566	-6598.654	759.277
-4686.099	6773.215	756.836
-29751.807	-35587.902	754.395
10702.797	-15570.248	751.953
8080.173	944.604	749.512
-2137.892	6367.205	747.070
2221.047	17118.652	744.629
1269.341	709.964	742.188
-1534.002	19421.311	739.746
12552.872	-13862.168	737.305
26090.918	-26539.178	734.863
-13983.906	3430.569	732.422
2691.943	2331.192	729.980
9689.842	-4455.119	727.539
-2046.838	-10110.715	725.098
-926.792	7217.220	722.656
1858.793	-2398.540	720.215
-22765.363	-3976.908	717.773
-915.920	-5986.699	715.332
-24880.398	8144.371	712.891
360.846	-17572.191	710.449
-28481.748	-12609.146	708.008
-3178.767	13267.537	705.566
-20035.625	-8932.985	703.125
-5946.765	17643.266	700.684
9106.629	-5439.548	698.242
-8649.416	-4243.417	695.801
25765.922	1437.515	693.359
-17024.799	-4534.035	690.918
-4171.512	-1678.127	688.477
-1317.186	1885.909	686.035
13630.346	14586.077	683.594
29750.176	3804.924	681.152
-10859.866	29818.029	678.711
11958.183	13722.391	676.270
25252.012	-1276.723	673.828
33697.023	-8027.916	671.387
-26678.723	19379.113	668.945
9094.080	-6984.046	666.504
-7748.549	18364.842	664.063
-3394.646	-20158.016	661.621
-18143.271	387.597	659.180
14219.800	3595.663	656.738
-1619.119	-5218.642	654.297
9323.761	-12438.576	651.855
16127.931	7744.299	649.414
-2048.608	-14555.938	646.973
15916.210	7000.052	644.531
-14083.158	-16953.391	642.090
21631.412	-1327.528	639.648
-1936.147	-5106.654	637.207
-45686.578	27045.424	634.766
-6209.982	26183.969	632.324
1539.556	-3756.796	629.883
-17901.137	-14502.768	627.441
-9118.188	21621.219	625.000
-358.444	13978.156	622.559
19407.098	5326.870	620.117
-2920.792	7692.563	617.676
-1950.075	-13644.325	615.234
20091.086	-476.966	612.793
5448.497	-19235.664	610.352
6801.848	4708.475	607.910
7378.432	19215.648	605.469
14815.400	-14316.102	603.027
9494.477	-2206.305	600.586
-9896.435	17227.066	598.145
7297.521	15686.268	595.703
-11100.526	-9376.762	593.262
15691.557	2675.465	590.820
13864.102	-37.755	588.379
-10896.715	-8758.748	585.938
17594.508	-7163.902	583.496
10313.406	19805.801	581.055
-4454.875	4856.752	578.613
11840.738	15219.654	576.172
17188.092	4117.636	573.730
944.051	-8781.453	571.289
-31454.631	-14357.828	568.848
441.314	21428.723	566.406
-37975.094	1538.971	563.965
-14421.997	14842.902	561.523
13603.687	-20732.938	559.082
13147.802	9417.354	556.641
-5560.427	-6918.785	554.199
-19609.469	-15351.272	551.758
-12482.938	4779.725	549.316
7652.208	-377.999	546.875
16234.392	6305.373	544.434
-7415.964	3371.609	541.992
-7623.817	3171.639	539.551
-6437.708	10044.928	537.109
14856.242	16916.553	534.668
-17597.035	23244.039	532.227
1855.830	14940.518	529.785
11883.101	14347.551	527.344
-21420.777	18196.240	524.902
-1312.082	-10476.539	522.461
8293.834	998.425	520.020
6366.903	-5770.993	517.578
-1978.156	-2999.467	515.137
8303.945	-7454.330	512.695
-16842.111	-35106.215	510.254
6837.925	-22404.227	507.813
18274.982	-7770.879	505.371
-7334.203	10519.270	502.930
24367.801	6711.711	500.488
28889.367	-17795.934	498.047
33731.996	19823.434	495.605
7876.040	-1153.173	493.164
26190.719	27665.422	490.723
4576.167	-31098.930	488.281
4490.431	-6808.381	485.840
-7218.966	16224.895	483.398
-6040.934	-8918.301	480.957
-16667.234	-8525.021	478.516
10184.755	-14295.671	476.074
9336.584	-6641.075	473.633
21232.678	18963.631	471.191
28186.270	9540.180	468.750
18444.938	1873.212	466.309
10906.407	5163.351	463.867
-7587.643	-12732.539	461.426
-18616.666	7563.083	458.984
-7886.889	4305.055	456.543
-6148.558	-19866.326	454.102
9311.711	-6252.003	451.660
15459.875	-6653.337	449.219
1004.334	-907.553	446.777
5571.054	3112.428	444.336
14414.859	-10653.524	441.895
12751.504	9473.107	439.453
-15661.740	2758.317	437.012
12903.405	-14909.501	434.570
-16643.113	-11211.340	432.129
-21879.895	14558.484	429.688
-29510.277	-6596.594	427.246
-5519.087	21497.607	424.805
4033.188	6931.567	422.363
1988.844	19566.148	419.922
-9214.305	11507.858	417.480
9718.673	8483.979	415.039
23434.256	25748.545	412.598
-8137.807	-26814.184	410.156
-24740.035	-17832.223	407.715
-11579.159	4955.079	405.273
-10511.158	11733.107	402.832
-26153.154	8817.290	400.391
-11198.727	-7306.094	397.949
16504.096	13362.445	395.508
11242.018	2271.437	393.066
10308.215	12750.156	390.625
-13558.633	36152.969	388.184
-7429.683	-6615.867	385.742
1955.083	3359.245	383.301
10458.778	-39673.102	380.859
24574.215	-15226.029	378.418
-7125.539	20288.813	375.977
18759.756	5958.241	373.535
19596.707	2359.033	371.094
-6799.125	-18967.705	368.652
-526.598	-5676.188	366.211
25915.572	3548.376	363.770
-18431.949	26200.813	361.328
-1602.957	-14192.324	358.887
-36198.555	5786.533	356.445
720.638	-4812.062	354.004
7123.218	-1286.111	351.563
13523.486	2967.555	349.121
-19572.373	32490.145	346.680
17683.127	-17425.289	344.238
-8303.781	-628.720	341.797
-9866.153	20996.010	339.355
-20571.922	-31673.709	336.914
18354.945	-10374.013	334.473
36555.992	16972.760	332.031
3302.441	24128.439	329.590
-24418.977	4170.362	327.148
-2069.825	-36371.176	324.707
-20014.023	9387.591	322.266
216.418	-14920.193	319.824
20296.752	5933.181	317.383
38504.805	5753.930	314.941
-32226.633	34933.375	312.500
-19247.379	-6481.311	310.059
-2404.771	28709.203	307.617
-2776.706	1518.238	305.176
8181.016	11270.009	302.734
3897.848	15757.648	300.293
-12586.219	2166.030	297.852
-15052.533	-18660.559	295.410
638.384	-5015.293	292.969
5817.768	-4112.453	290.527
15611.363	-295.113	288.086
-7791.022	9028.469	285.645
25076.602	-4598.990	283.203
8156.319	-15903.131	280.762
18312.729	-5210.491	278.320
7039.490	-6822.810	275.879
-11990.417	-16700.439	273.438
21665.242	-3853.752	270.996
-26994.203	-18148.938	268.555
-14305.858	-17255.373	266.113
5228.613	-8813.822	263.672
-4305.376	-26027.764	261.230
-10682.670	1239.924	258.789
-12045.813	4951.214	256.348
12232.476	-6075.705	253.906
-23859.031	38175.141	251.465
-7831.976	9066.754	249.023
-32481.543	55111.563	246.582
-21358.043	50891.313	244.141
4571.818	51392.031	241.699
33533.293	63792.203	239.258
71785.234	56823.531	236.816
73288.156	43904.457	234.375
67822.266	12811.347	231.934
142024.156	40506.223	229.492
116483.281	-22954.811	227.051
94840.359	-35853.625	224.609
56529.398	-67665.484	222.168
66051.406	-112667.922	219.727
36091.891	-119624.734	217.285
-15682.140	-145731.750	214.844
-96418.453	-150107.125	212.402
-159961.609	-173482.375	209.961
-175911.172	-137829.156	207.520
-239192.328	-91331.164	205.078
-336496.125	-2328.354	202.637
-345034.281	95870.313	200.195
-337585.063	226196.969	197.754
-316159.594	348497.656	195.313
-220201.047	488706.563	192.871
-18378.529	595705.875	190.430
216720.750	644048.375	187.988
475281.750	555499.625	185.547
685151.000	328884.750	183.105
779786.188	31010.250	180.664
692147.250	-224557.234	178.223
507322.406	-442617.031	175.781
284334.375	-565272.250	173.340
74996.773	-623838.250	170.898
-144760.063	-523632.375	168.457
-257780.938	-405480.438	166.016
-340808.125	-303399.188	163.574
-394372.969	-149053.531	161.133
-345177.313	-26234.369	158.691
-274429.094	69113.813	156.250
-248152.609	152012.984	153.809
-176795.516	188498.813	151.367
-75999.313	192169.406	148.926
-20921.344	173953.141	146.484
28366.953	149605.844	144.043
64782.574	130698.609	141.602
111961.359	73433.422	139.160
132188.156	24480.094	136.719
90726.336	14476.484	134.277
104347.656	-61352.543	131.836
71571.086	-44698.137	129.395
51745.195	-63162.930	126.953
22046.348	-60743.172	124.512
13858.141	-59352.836	122.070
-21320.408	-31869.180	119.629
-11240.071	-42233.984	117.188
-4046.938	-15202.869	114.746
-25979.625	-11488.272	112.305
-5856.838	-34983.996	109.863
-12899.584	-21893.184	107.422
-48473.605	5274.855	104.980
-13745.262	-9186.718	102.539
-54264.301	18011.580	100.098
-17651.148	-3804.521	97.656
-879.303	48212.266	95.215
-21320.480	35172.852	92.773
1899.499	48360.465	90.332
-25841.338	19141.598	87.891
20151.232	24892.334	85.449
30446.102	22536.598	83.008
59645.406	9900.779	80.566
48210.109	-7888.908	78.125
22406.830	-2047.613	75.684
34511.012	-28050.492	73.242
7466.328	-27331.178	70.801
4531.505	-32870.512	68.359
41837.188	982.367	65.918
20997.064	-47673.766	63.477
-17062.115	1223.462	61.035
10339.554	4867.988	58.594
-42558.836	-1252.344	56.152
-26048.221	-28596.262	53.711
-47283.980	23169.406	51.270
-18201.320	7293.932	48.828
11875.778	25556.949	46.387
-3999.117	22681.016	43.945
9358.104	15340.008	41.504
30291.070	22508.773	39.063
11474.960	8236.404	36.621
38937.078	-28744.639	34.180
33745.434	-36662.395	31.738
18151.867	-2949.773	29.297
9208.026	-67610.570	26.855
7452.415	-45639.422	24.414
-7173.884	-19704.758	21.973
-41825.676	-18982.975	19.531
-43551.383	5643.523	17.090
-40910.512	18333.855	14.648
-38562.898	28401.307	12.207
-42091.836	27134.027	9.766
-23129.258	7370.816	7.324
20635.164	28026.938	4.883
11694.246	12219.595	2.441
47645.000	35483.531	0.000
46580.512	17509.488	-2.441
30347.063	33097.598	-4.883
20634.514	-28037.475	-7.324
-4948.353	-8899.588	-9.766
22973.469	-20370.295	-12.207
-176.241	978.750	-14.648
-13382.758	-63224.891	-17.090
6813.432	-4398.033	-19.531
-26798.074	19857.770	-21.973
-26533.014	-1705.690	-24.414
-25850.299	-152.768	-26.855
-19997.891	10239.409	-29.297
21722.242	19958.246	-31.738
-16702.164	18283.270	-34.180
23802.047	14150.646	-36.621
24471.270	12507.184	-39.063
20835.717	-16796.750	-41.504
-7764.816	-16640.324	-43.945
-6296.600	-35571.352	-46.387
-9967.611	-33756.742	-48.828
-3055.446	16048.400	-51.270
-8309.508	-173.774	-53.711
4653.502	14602.438	-56.152
7932.742	-10578.280	-58.594
-7564.586	-3858.950	-61.035
-40759.984	-16164.079	-63.477
-20202.219	-22930.730	-65.918
24156.688	-26579.447	-68.359
-11087.162	19372.934	-70.801
-2680.373	11890.728	-73.242
526.688	-678.148	-75.684
12444.611	1984.234	-78.125
4461.146	-12237.955	-80.566
-17619.105	-12503.433	-83.008
17801.705	-5783.171	-85.449
-15187.609	10331.400	-87.891
-1522.414	13433.515	-90.332
15508.992	8626.535	-92.773
10040.078	-33139.117	-95.215
10333.519	-15638.834	-97.656
3528.902	-16047.037	-100.098
-10726.197	-5999.438	-102.539
-405.272	6864.682	-104.980
1636.247	17983.332	-107.422
-6970.423	3077.304	-109.863
-10862.974	-7005.289	-112.305
12279.139	-1787.377	-114.746
6340.774	12764.470	-117.188
-5228.051	15608.992	-119.629
-1.740	-26844.096	-122.070
-24839.289	8978.311	-124.512
8167.163	-22354.463	-126.953
-1401.886	36499.836	-129.395
8272.011	-17014.135	-131.836
22367.010	4353.838	-134.277
-24542.180	-37601.902	-136.719
-12050.166	-3750.893	-139.160
13262.507	1852.776	-141.602
-7414.797	5022.505	-144.043
15695.805	-6112.438	-146.484
-2307.021	498.897	-148.926
-3264.964	-20095.582	-151.367
-4220.713	12359.240	-153.809
-6579.169	19985.871	-156.250
-4501.775	5409.053	-158.691
6241.857	7913.168	-161.133
3892.974	-3983.536	-163.574
31500.738	16324.270	-166.016
7905.691	3788.769	-168.457
-28240.305	7000.528	-170.898
-18828.586	13339.402	-173.340
-2709.824	-9851.904	-175.781
5064.092	1407.292	-178.223
-23387.969	-799.366	-180.664
2964.164	-244.651	-183.105
-1367.468	14125.101	-185.547
-4822.337	-3947.875	-187.988
-7692.452	20981.535	-190.430
29602.980	-12479.734	-192.871
4656.046	16433.707	-195.313
19035.025	9020.742	-197.754
-11778.391	4078.669	-200.195
5475.597	9910.854	-202.637
-10256.352	1826.308	-205.078
-5222.235	-4631.958	-207.520
-2022.559	20224.736	-209.961
-28030.357	11294.021	-212.402
-8346.307	154.425	-214.844
9978.371	-20559.910	-217.285
-27036.689	-1608.288	-219.727
-6118.751	22003.863	-222.168
-3004.524	-12493.935	-224.609
-789.444	-5076.370	-227.051
-8055.784	-3823.518	-229.492
-460.340	22802.438	-231.934
7540.861	-661.456	-234.375
20980.570	-18001.404	-236.816
-19572.363	-34321.469	-239.258
-8376.928	-20924.078	-241.699
-3763.376	-7693.063	-244.141
17404.416	3101.978	-246.582
-36455.590	2079.275	-249.023
5078.228	-1863.593	-251.465
18353.557	8071.180	-253.906
23191.998	-33603.477	-256.348
7648.230	20425.814	-258.789
7120.608	5953.378	-261.230
-26794.805	-29150.551	-263.672
-3833.818	28109.496	-266.113
-9830.641	7475.321	-268.555
10186.650	25043.746	-270.996
-34597.711	-4790.415	-273.438
111.539	-18076.666	-275.879
23499.938	-12812.312	-278.320
-932.205	1515.539	-280.762
14953.199	-6898.334	-283.203
12800.434	-863.313	-285.645
-2645.527	15561.564	-288.086
-14590.015	-33719.863	-290.527
-15524.002	27469.875	-292.969
-12393.188	13478.159	-295.410
1667.517	-23312.418	-297.852
-10053.313	-4123.720	-300.293
-4680.847	17669.943	-302.734
-15937.137	-11310.418	-305.176
20104.734	-31317.080	-307.617
-3691.097	768.035	-310.059
2297.618	-1184.655	-312.500
4028.019	-28895.182	-314.941
-635.651	-3773.982	-317.383
3752.303	3903.063	-319.824
-29029.770	14894.584	-322.266
1581.753	4958.526	-324.707
-14021.919	-14718.455	-327.148
-3946.015	-20206.920	-329.590
-9432.144	7237.146	-332.031
17904.799	112.821	-334.473
-1312.173	-7317.720	-336.914
10468.353	-17151.256	-339.355
15182.766	12394.871	-341.797
-2963.082	3213.113	-344.238
3510.818	1114.388	-346.680
-14004.731	-7592.450	-349.121
17990.867	19784.625	-351.563
-21626.902	6014.893	-354.004
4540.749	-6962.877	-356.445
11198.797	-4980.072	-358.887
4665.011	9960.854	-361.328
-2903.053	-26604.086	-363.770
-25010.902	31450.270	-366.211
2030.678	31147.225	-368.652
-3994.652	-9813.648	-371.094
-308.695	2432.895	-373.535
-18919.578	1057.862	-375.977
-6632.788	-18420.453	-378.418
-7653.479	-2324.751	-380.859
17617.883	-13941.596	-383.301
15180.162	-632.559	-385.742
1342.222	-32570.191	-388.184
-8408.572	14952.219	-390.625
9493.274	8239.253	-393.066
-37918.609	949.909	-395.508
2628.025	-3169.151	-397.949
6167.107	-11253.339	-400.391
11605.773	6852.091	-402.832
-4186.479	-7148.119	-405.273
11337.543	-10194.789	-407.715
9065.348	-13350.167	-410.156
-41368.805	16094.379	-412.598
-24166.387	21861.094	-415.039
-2774.226	4209.702	-417.480
-5304.683	-6321.716	-419.922
3556.321	4849.968	-422.363
-30854.092	900.269	-424.805
-14247.607	-21953.152	-427.246
24230.363	6682.183	-429.688
15126.131	-9385.379	-432.129
-21775.133	-11142.926	-434.570
-21028.883	11379.728	-437.012
4305.619	8021.773	-439.453
17191.207	-5942.541	-441.895
18967.922	-2095.787	-444.336
16768.072	3728.012	-446.777
-4606.038	-7224.536	-449.219
11132.217	4781.287	-451.660
11907.180	-13427.885	-454.102
-1257.137	-12475.959	-456.543
-12051.901	-36437.953	-458.984
-16660.092	-11252.969	-461.426
-3201.704	-17469.223	-463.867
-6915.292	-854.412	-466.309
23272.395	-920.425	-468.750
5085.357	-14022.348	-471.191
-7509.162	16692.906	-473.633
989.893	-13372.959	-476.074
15108.469	-6782.744	-478.516
-8656.119	17829.648	-480.957
18949.336	960.098	-483.398
17278.379	13349.190	-485.840
-5666.117	-8035.436	-488.281
20254.711	10164.322	-490.723
17412.605	1764.528	-493.164
4081.322	11397.896	-495.605
9515.191	-8906.334	-498.047
-4454.734	-1291.340	-500.488
-17547.641	17814.836	-502.930
42135.402	12904.028	-505.371
25248.695	16964.211	-507.813
8172.426	20456.529	-510.254
8358.175	-22167.035	-512.695
29973.430	-2838.943	-515.137
24219.543	10131.512	-517.578
13699.229	-7427.836	-520.020
21434.484	3623.003	-522.461
7918.350	-7124.348	-524.902
9490.744	3014.783	-527.344
-25011.197	13264.443	-529.785
-2159.741	4426.837	-532.227
-3752.915	20062.994	-534.668
-24683.313	-645.800	-537.109
-5678.281	-18248.629	-539.551
-9311.049	-19598.457	-541.992
9799.911	18871.482	-544.434
-13684.155	5009.498	-546.875
-18163.318	11182.129	-549.316
520.431	-14839.863	-551.758
7161.489	-6480.294	-554.199
-13255.770	-33713.422	-556.641
-24814.982	-26649.100	-559.082
-3583.475	-12910.113	-561.523
31925.764	-15537.882	-563.965
22390.529	11660.646	-566.406
21259.566	-18286.654	-568.848
7820.495	-14441.533	-571.289
-842.981	4186.114	-573.730
11397.215	-8032.202	-576.172
9191.314	1658.648	-578.613
4628.600	-19319.730	-581.055
-1812.951	-5805.956	-583.496
-3150.100	6208.651	-585.938
22568.234	-10741.574	-588.379
-10399.670	-299.812	-590.820
-12930.306	-8071.510	-593.262
19305.334	-11234.873	-595.703
-19103.285	39511.258	-598.145
-3380.702	-1404.997	-600.586
1014.852	-13787.344	-603.027
24459.844	-1668.800	-605.469
2216.633	-24443.539	-607.910
16179.341	5587.795	-610.352
-3603.079	-3366.740	-612.793
8049.115	6727.732	-615.234
-1139.046	-13497.535	-617.676
-7279.288	-6520.362	-620.117
11414.383	10544.238	-622.559
12141.250	10441.781	-625.000
-8545.696	-5946.623	-627.441
-24292.367	18040.072	-629.883
305.151	-4531.301	-632.324
-6771.145	-10221.405	-634.766
1200.552	-1773.824	-637.207
3778.343	-1748.379	-639.648
2025.736	209.681	-642.090
13333.838	14217.750	-644.531
-12399.723	-1342.643	-646.973
-9224.148	-12986.506	-649.414
23130.633	-23165.762	-651.855
3572.721	-8786.801	-654.297
5492.360	12398.521	-656.738
19518.404	12539.656	-659.180
9745.695	1014.617	-661.621
14645.965	-7964.910	-664.063
446.880	-3182.049	-666.504
12426.119	850.944	-668.945
5994.853	1738.949	-671.387
-3488.350	8046.541	-673.828
-710.584	-10876.727	-676.270
4451.630	2183.514	-678.711
7639.033	-1108.723	-681.152
30137.852	-4228.254	-683.594
-4762.303	-3658.650	-686.035
15780.679	-23434.984	-688.477
-4189.308	2758.817	-690.918
8753.505	6530.332	-693.359
8747.987	19774.197	-695.801
13336.371	3532.694	-698.242
18964.424	-10765.719	-700.684
-2921.816	12534.246	-703.125
-20556.098	-9370.656	-705.566
9598.223	10108.798	-708.008
-9902.194	1504.356	-710.449
2336.055	21082.086	-712.891
-20628.973	7430.833	-715.332
-546.444	43.007	-717.773
6448.694	2933.334	-720.215
-9529.269	-4831.824	-722.656
-8460.896	-6940.686	-725.098
-8811.021	19269.445	-727.539
-21489.709	-2912.989	-729.980
-10450.271	-2593.090	-732.422
8065.382	5564.390	-734.863
-11257.861	5149.208	-737.305
4082.466	-3679.458	-739.746
-7908.826	-7283.117	-742.188
-15934.795	-1811.628	-744.629
14312.018	-85.158	-747.070
2619.991	-8999.886	-749.512
17615.566	-26393.305	-751.953
22158.738	4728.628	-754.395
-4066.956	-5839.525	-756.836
3805.503	8154.007	-759.277
-7433.587	-4548.829	-761.719
5601.434	1740.815	-764.160
11315.698	13115.252	-766.602
29249.094	8604.787	-769.043
-743.765	-7205.319	-771.484
-14541.726	585.243	-773.926
-10622.670	10814.696	-776.367
-19103.080	-776.201	-778.809
-6864.032	-853.343	-781.250
13526.036	-2487.634	-783.691
5294.657	7474.952	-786.133
-10078.200	892.012	-788.574
20420.576	3107.675	-791.016
2479.250	4701.221	-793.457
-13149.360	-14081.521	-795.898
8186.198	-12598.625	-798.340
15228.387	-4770.851	-800.781
8964.775	12572.139	-803.223
9880.290	-4877.888	-805.664
-8349.471	-4363.732	-808.105
-82.240	6452.450	-810.547
-9069.330	5674.616	-812.988
4181.491	13830.944	-815.430
4735.042	6558.748	-817.871
2563.606	7135.976	-820.313
9293.433	-19496.633	-822.754
-11295.065	5606.297	-825.195
3503.292	-1664.310	-827.637
2903.203	4866.825	-830.078
9114.967	10194.382	-832.520
-7608.161	2633.069	-834.961
-8303.664	-29817.584	-837.402
-2476.833	9082.448	-839.844
-2209.886	-3979.087	-842.285
-2137.061	-25687.035	-844.727
-13798.646	-7669.690	-847.168
1905.563	5690.143	-849.609
7508.562	233.043	-852.051
6060.725	12313.518	-854.492
9194.139	-5254.011	-856.934
-8561.213	13725.789	-859.375
5239.712	-12705.933	-861.816
7162.467	10424.516	-864.258
261.756	-8142.658	-866.699
-4043.251	-3155.006	-869.141
8275.816	5680.351	-871.582
-8086.525	4660.063	-874.023
7966.788	2780.979	-876.465
-2898.013	15160.830	-878.906
459.029	14428.803	-881.348
-2656.717	11425.316	-883.789
2366.199	-7199.559	-886.230
-8261.042	4309.122	-888.672
3959.375	6075.811	-891.113
11070.371	-1715.502	-893.555
-5475.485	-8586.399	-895.996
-7112.452	2089.238	-898.438
19137.549	6823.659	-900.879
-7018.354	13217.215	-903.320
-3502.336	11803.905	-905.762
4880.417	14806.069	-908.203
10852.718	-2620.064	-910.645
-3451.580	18691.295	-913.086
-6320.107	-4119.374	-915.527
14163.554	-7181.779	-917.969
10537.475	14663.393	-920.410
971.667	6084.206	-922.852
3936.467	-4459.335	-925.293
-2491.258	11846.325	-927.734
-7431.197	-9246.611	-930.176
6003.544	-6405.524	-932.617
-344.959	-5618.076	-935.059
