#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\17122021\mess_1_45.6mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	kHz
7071.152	-19247.508	-883.789
-1273.455	5388.265	-886.230
-13513.797	11130.144	-888.672
10482.238	-12785.289	-891.113
-6842.941	-9304.928	-893.555
-9514.556	-1585.113	-895.996
-21486.283	-4237.150	-898.438
6155.330	-1697.871	-900.879
-1566.774	10443.534	-903.320
-9002.950	5115.894	-905.762
4809.412	-13027.455	-908.203
-8992.295	-22644.082	-910.645
754.937	6390.762	-913.086
-2682.122	15935.635	-915.527
-5414.922	-2486.294	-917.969
5587.407	-13161.119	-920.410
-8891.757	7789.317	-922.852
2016.571	-11945.865	-925.293
-5882.195	3623.995	-927.734
25686.504	10931.835	-930.176
-20133.369	-7994.877	-932.617
-9282.538	-5256.752	-935.059
-32659.652	5743.279	-937.500
-15957.045	7818.375	-939.941
-13951.078	-23247.219	-942.383
10279.305	1126.152	-944.824
2147.186	17162.684	-947.266
-14869.002	-7424.422	-949.707
-9439.571	-2935.556	-952.148
8213.959	9954.356	-954.590
-11587.791	12581.227	-957.031
9084.682	-71.433	-959.473
-16447.520	6408.507	-961.914
-4933.229	124.640	-964.355
-2420.113	-15792.543	-966.797
-3516.186	-2180.969	-969.238
-1282.430	-11730.180	-971.680
-241.115	-7206.713	-974.121
-4470.672	-10303.180	-976.563
-15491.651	3985.955	-979.004
-4602.270	3365.252	-981.445
19094.293	-4144.999	-983.887
-19968.260	-1675.485	-986.328
5814.441	7425.577	-988.770
12832.155	-7870.479	-991.211
-621.432	11171.133	-993.652
12145.327	-10647.557	-996.094
7110.465	-1072.894	-998.535
-7289.719	-10258.542	-1000.977
5110.013	-1443.209	-1003.418
-9301.404	-18625.836	-1005.859
-2826.541	-7282.718	-1008.301
4475.255	6175.127	-1010.742
10716.316	11857.766	-1013.184
1270.107	10837.916	-1015.625
-17131.629	968.558	-1018.066
-5450.076	15791.289	-1020.508
611.948	17620.695	-1022.949
5050.186	7271.899	-1025.391
1029.686	10066.246	-1027.832
-8246.332	3539.739	-1030.273
-16612.438	-3085.650	-1032.715
-29047.805	-8040.327	-1035.156
478.735	-1141.815	-1037.598
-741.035	4049.147	-1040.039
8859.771	4516.879	-1042.480
-10622.950	1039.039	-1044.922
-5576.516	11279.127	-1047.363
-11847.726	-14166.805	-1049.805
3457.081	7005.106	-1052.246
5538.106	-2239.232	-1054.688
6378.472	6492.737	-1057.129
13357.559	6630.777	-1059.570
-5426.091	6200.423	-1062.012
383.439	-8934.248	-1064.453
14959.799	-3193.538	-1066.895
-4699.124	12878.582	-1069.336
-4369.669	10397.877	-1071.777
4028.230	1317.851	-1074.219
146.463	8325.504	-1076.660
-8560.906	-4179.279	-1079.102
8671.516	7671.001	-1081.543
19152.244	-3317.458	-1083.984
14422.921	239.554	-1086.426
-282.716	-19628.023	-1088.867
-9189.712	1455.596	-1091.309
23807.680	-4283.139	-1093.750
11577.842	4118.438	-1096.191
3479.729	12169.561	-1098.633
389.260	-9512.550	-1101.074
-739.640	9755.416	-1103.516
-13030.891	309.457	-1105.957
6481.511	5822.984	-1108.398
1064.885	-19445.729	-1110.840
2591.125	-9332.188	-1113.281
2556.357	-6568.970	-1115.723
-3277.804	1726.169	-1118.164
12648.733	-13392.580	-1120.605
7864.298	13455.520	-1123.047
5520.054	13366.223	-1125.488
-6470.084	-13472.934	-1127.930
-4219.387	-3106.416	-1130.371
-1168.994	7258.758	-1132.813
-23004.164	26139.924	-1135.254
5648.143	5529.454	-1137.695
-8752.453	2116.243	-1140.137
10442.385	-5015.200	-1142.578
-16145.799	5151.755	-1145.020
-16253.732	-8098.757	-1147.461
-2325.515	2068.600	-1149.902
-361.540	926.515	-1152.344
-13983.065	8820.604	-1154.785
-17525.141	-1436.078	-1157.227
1046.177	-12643.846	-1159.668
9658.468	-1635.802	-1162.109
-6491.304	5927.461	-1164.551
7099.411	-18007.537	-1166.992
-1404.093	6368.952	-1169.434
-10719.609	6157.124	-1171.875
20828.021	-14139.074	-1174.316
-6502.222	-4378.148	-1176.758
4599.389	-11063.729	-1179.199
2268.237	10729.664	-1181.641
-2603.663	1544.922	-1184.082
-10604.121	-4631.509	-1186.523
24322.297	-11428.755	-1188.965
-6806.165	3029.042	-1191.406
-9907.084	11655.365	-1193.848
8646.007	8007.575	-1196.289
974.936	-3832.035	-1198.730
-1511.813	426.947	-1201.172
13249.188	8735.899	-1203.613
581.453	780.800	-1206.055
5414.542	-4603.541	-1208.496
-1802.128	-14522.354	-1210.938
-2885.746	10843.671	-1213.379
-7183.461	-15482.170	-1215.820
-4058.600	3074.726	-1218.262
-14821.082	-3201.399	-1220.703
1457.039	-6788.369	-1223.145
7077.865	-429.473	-1225.586
-17244.859	-10230.598	-1228.027
8504.797	7037.957	-1230.469
1287.305	1490.348	-1232.910
6091.266	20014.703	-1235.352
-14265.773	-25557.008	-1237.793
-2052.984	-3062.605	-1240.234
8027.523	-2401.094	-1242.676
-9461.043	-11451.094	-1245.117
-2447.710	11539.578	-1247.559
