#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\17122021\mess_1_45.5mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	kHz
3153.530	-25.708	-920.410
-980.843	-8560.110	-922.852
11795.320	12678.355	-925.293
11954.854	4983.774	-927.734
-9448.753	-2274.978	-930.176
-5718.955	-14130.394	-932.617
-15599.893	-1021.635	-935.059
-6368.061	-6409.388	-937.500
-15470.995	9248.463	-939.941
-6623.107	10971.193	-942.383
-15621.794	2578.893	-944.824
7819.187	-5149.973	-947.266
1673.769	-6936.029	-949.707
3206.591	7323.546	-952.148
9187.622	-6610.848	-954.590
-5200.899	-1890.663	-957.031
31233.773	7971.405	-959.473
6859.761	10174.730	-961.914
-13993.879	-648.353	-964.355
-18509.328	-4919.035	-966.797
-1753.680	-21553.379	-969.238
-12510.574	13662.766	-971.680
5031.309	7967.862	-974.121
-8193.164	7629.509	-976.563
-10215.007	-7684.607	-979.004
-2317.562	-30826.637	-981.445
-119.639	-8611.889	-983.887
-11308.359	7425.191	-986.328
-24170.496	-19239.510	-988.770
2899.767	-3908.945	-991.211
20458.502	11623.906	-993.652
-5595.664	6814.598	-996.094
7759.003	-1534.332	-998.535
-7336.424	-6887.077	-1000.977
-14388.430	-2786.958	-1003.418
2043.539	-1616.191	-1005.859
11140.919	16244.472	-1008.301
8059.531	1063.102	-1010.742
5363.504	-6242.857	-1013.184
-11909.463	11788.325	-1015.625
24823.008	-1911.859	-1018.066
-12978.632	23740.080	-1020.508
-4812.057	1245.506	-1022.949
-1329.143	11310.918	-1025.391
-17496.719	-2082.848	-1027.832
2915.599	1440.364	-1030.273
22098.760	-4241.555	-1032.715
-8504.769	-13453.786	-1035.156
11732.371	8045.502	-1037.598
10117.840	-1225.521	-1040.039
-11597.359	-28021.559	-1042.480
1560.740	-349.214	-1044.922
9504.669	-4345.793	-1047.363
2366.627	-11524.824	-1049.805
-4884.938	-11955.498	-1052.246
-6131.328	-15884.299	-1054.688
-6759.902	-2922.375	-1057.129
2983.033	5360.825	-1059.570
10360.714	-12248.647	-1062.012
-15117.701	-11419.594	-1064.453
-9768.699	1595.444	-1066.895
14019.471	8253.967	-1069.336
2098.482	12764.222	-1071.777
14372.382	-904.412	-1074.219
17580.221	-26.779	-1076.660
10917.684	-2758.367	-1079.102
-193.021	-13434.120	-1081.543
5388.140	-9886.675	-1083.984
7570.458	-7686.482	-1086.426
-19659.041	3990.936	-1088.867
11441.238	4160.803	-1091.309
-9323.969	-13876.070	-1093.750
-766.942	6192.379	-1096.191
17973.686	-3714.422	-1098.633
-12140.768	469.947	-1101.074
-280.980	-3718.783	-1103.516
-8599.260	544.916	-1105.957
-2700.680	-11554.158	-1108.398
-22896.318	-3971.154	-1110.840
-10208.223	10350.045	-1113.281
-4398.635	-22402.811	-1115.723
4599.244	-467.820	-1118.164
-2268.109	15769.486	-1120.605
-1357.209	-11195.561	-1123.047
-5801.744	20037.605	-1125.488
-9652.709	-14488.566	-1127.930
-16215.219	2850.311	-1130.371
-3576.299	4841.695	-1132.813
4597.383	-4865.121	-1135.254
26586.980	5262.381	-1137.695
-2831.234	7409.629	-1140.137
17567.063	816.211	-1142.578
-9373.482	-1544.541	-1145.020
626.226	3350.156	-1147.461
-21357.334	-1498.156	-1149.902
4154.049	-6336.836	-1152.344
-4415.833	-5222.684	-1154.785
21551.029	20188.012	-1157.227
-22566.023	-9017.160	-1159.668
-7128.516	-6354.520	-1162.109
-21098.172	15078.820	-1164.551
-7031.813	11731.492	-1166.992
-383.859	1793.242	-1169.434
-275.250	-13094.328	-1171.875
1882.992	8881.969	-1174.316
-11478.645	221.543	-1176.758
-28778.414	-2650.137	-1179.199
-3727.039	-294.616	-1181.641
2806.309	8229.213	-1184.082
-3932.848	-15607.732	-1186.523
6904.031	-322.092	-1188.965
-4424.990	17804.578	-1191.406
14705.693	14256.009	-1193.848
12521.000	-9080.521	-1196.289
3520.711	-3992.578	-1198.730
16265.914	11961.773	-1201.172
2427.719	417.641	-1203.613
10858.332	2135.141	-1206.055
-2056.420	-1205.109	-1208.496
1476.133	12571.672	-1210.938
7440.766	11334.281	-1213.379
-8608.969	26607.750	-1215.820
-14088.031	1544.094	-1218.262
9294.125	-2582.508	-1220.703
-7568.250	-7100.938	-1223.145
-3898.438	-1803.594	-1225.586
-10979.648	10040.500	-1228.027
-4714.781	-6038.313	-1230.469
-8476.438	6747.000	-1232.910
3196.125	10984.672	-1235.352
-6648.125	-27534.250	-1237.793
528.875	4789.125	-1240.234
8215.625	1166.500	-1242.676
5493.500	3881.750	-1245.117
-8585.664	6299.000	-1247.559
