#Data Point Listing of File C:\Documents and #Settings\NMR\Desktop\FPraktikum\2021\17122021\mess_1_45.3mhz.tnt
#Starting Point:	1	Ending Point:	1024
#Real	Imag	Starting Point:	1	Ending Point:	1024
27663.000	3529.000	0.000
19556.000	-10187.000	1.000
17588.000	-15382.000	2.000
-6670.000	-34083.000	3.000
10986.000	-26258.000	4.000
-4702.000	-18314.000	5.000
-13151.000	-16086.000	6.000
-47172.000	-6401.000	7.000
-20705.000	9352.000	8.000
-1336.000	13473.000	9.000
7585.000	24006.000	10.000
16271.000	31867.000	11.000
8577.000	27187.000	12.000
29969.000	13024.000	13.000
36219.000	-1057.000	14.000
39640.000	-4524.000	15.000
35640.000	-44440.000	16.000
-27703.000	-50833.000	17.000
-27464.000	-52763.000	18.000
-29736.000	-30740.000	19.000
-53742.000	-11361.000	20.000
-73860.000	440.000	21.000
-63084.000	25353.000	22.000
-66665.000	77666.000	23.000
-15705.000	99087.000	24.000
26768.000	110005.000	25.000
73342.000	86954.000	26.000
105392.000	43476.000	27.000
101324.000	3933.000	28.000
109828.000	-36205.000	29.000
97152.000	-101121.000	30.000
-1951.000	-128609.000	31.000
-52223.000	-151771.000	32.000
-113452.000	-116593.000	33.000
-137712.000	-66314.000	34.000
-221241.000	17347.000	35.000
-201546.000	157886.000	36.000
-116825.000	208841.000	37.000
-23388.000	267229.000	38.000
125988.000	253893.000	39.000
235428.000	210855.000	40.000
318112.000	97481.000	41.000
333087.000	-69595.000	42.000
282712.000	-232596.000	43.000
188854.000	-345589.000	44.000
8247.000	-401777.000	45.000
-189501.000	-381893.000	46.000
-375842.000	-253744.000	47.000
-443725.000	-88472.000	48.000
-454029.000	105828.000	49.000
-369193.000	316868.000	50.000
-200252.000	461633.000	51.000
23553.000	494865.000	52.000
217446.000	447105.000	53.000
400262.000	314732.000	54.000
466786.000	127410.000	55.000
455694.000	-93993.000	56.000
376280.000	-249310.000	57.000
218005.000	-366566.000	58.000
7052.000	-401765.000	59.000
-158929.000	-339163.000	60.000
-287036.000	-223506.000	61.000
-349677.000	-61249.000	62.000
-347066.000	135074.000	63.000
-246418.000	292097.000	64.000
-103919.000	369821.000	65.000
75812.000	373385.000	66.000
201580.000	323358.000	67.000
310688.000	213063.000	68.000
330532.000	61435.000	69.000
319334.000	-70675.000	70.000
246531.000	-191170.000	71.000
156253.000	-272753.000	72.000
35753.000	-284829.000	73.000
-90109.000	-229900.000	74.000
-199078.000	-163959.000	75.000
-217958.000	-31913.000	76.000
-208120.000	47175.000	77.000
-142884.000	146921.000	78.000
-75361.000	210395.000	79.000
3777.000	220976.000	80.000
99144.000	183306.000	81.000
177831.000	111656.000	82.000
169555.000	45529.000	83.000
174206.000	-14535.000	84.000
145158.000	-102930.000	85.000
65625.000	-175286.000	86.000
198.000	-163969.000	87.000
-66606.000	-121739.000	88.000
-117173.000	-57739.000	89.000
-121504.000	-6289.000	90.000
-110173.000	47207.000	91.000
-92186.000	93858.000	92.000
-48614.000	110746.000	93.000
6568.000	134770.000	94.000
68799.000	102350.000	95.000
110731.000	57749.000	96.000
131808.000	-22754.000	97.000
84821.000	-83176.000	98.000
46310.000	-77149.000	99.000
13762.000	-101775.000	100.000
-32977.000	-95527.000	101.000
-89439.000	-79419.000	102.000
-112123.000	-47658.000	103.000
-111245.000	-16477.000	104.000
-77183.000	44058.000	105.000
-58358.000	77606.000	106.000
23539.000	93067.000	107.000
25214.000	95866.000	108.000
46441.000	41377.000	109.000
48460.000	13537.000	110.000
58155.000	-6098.000	111.000
57761.000	-29385.000	112.000
20157.000	-61628.000	113.000
-4074.000	-46738.000	114.000
-23022.000	-67275.000	115.000
-38473.000	-55417.000	116.000
-34428.000	-37415.000	117.000
-49718.000	14976.000	118.000
-37022.000	32309.000	119.000
-36605.000	39030.000	120.000
-14489.000	55500.000	121.000
35985.000	29120.000	122.000
19763.000	-1302.000	123.000
35462.000	8880.000	124.000
48326.000	-6533.000	125.000
48075.000	-39036.000	126.000
25921.000	-53455.000	127.000
20141.000	-37469.000	128.000
2173.000	-26581.000	129.000
-31784.000	-20298.000	130.000
-22997.000	-1963.000	131.000
-8248.000	5749.000	132.000
